source	target
<EVENT> He got ready <EVENT> After that he drove to the office <EVENT> He woke every morning <EVENT> Lastly he walked over to his desk <EVENT> Next he parked his car <EVENT> Jim worked at an office building	<EVENT> worked <ARGS> Jim worked at an office building <EVENT> woke <ARGS> He woke every morning <EVENT> got <ARGS> He got ready <EVENT> drove <ARGS> After that he drove to the office <EVENT> parked <ARGS> Next he parked his car <EVENT> walked <ARGS> Lastly he walked over to his desk
<EVENT> He chose a book <EVENT> Then he bought it with the card	<EVENT> chose <ARGS> He chose a book <EVENT> bought <ARGS> Then he bought it with the card
<EVENT> Grandma go on the roller coaster with us <EVENT> getting out she <EVENT> Grandma decided to go on the roller coaster with us	<EVENT> decided <ARGS> Grandma decided to go on the roller coaster with us <EVENT> go <ARGS> Grandma go on the roller coaster with us <EVENT> getting <ARGS> getting out she
<EVENT> the man refused <EVENT> The man bought a falcon right away <EVENT> A man demanded to be sold the best pet <EVENT> He told her snakes were the worst animal <EVENT> A man walked into a pet store <EVENT> The clerk offered him a snake	<EVENT> walked <ARGS> A man walked into a pet store <EVENT> demanded <ARGS> A man demanded to be sold the best pet <EVENT> offered <ARGS> The clerk offered him a snake <EVENT> refused <ARGS> the man refused <EVENT> told <ARGS> He told her snakes were the worst animal <EVENT> bought <ARGS> The man bought a falcon right away
<EVENT> he kick me out of the game <EVENT> Then he had the nerve to kick me out of the game	<EVENT> had <ARGS> Then he had the nerve to kick me out of the game <EVENT> kick <ARGS> he kick me out of the game
<EVENT> Lucy woke Saturday morning to a wonderful smell <EVENT> Her mother made her special homemade cinnamon rolls <EVENT> her brother ate them all <EVENT> She get one before her brother ate them all <EVENT> She couldn't tell what it was right away <EVENT> She rushed downstairs to get one before her brother ate them all	<EVENT> made <ARGS> Her mother made her special homemade cinnamon rolls <EVENT> woke <ARGS> Lucy woke Saturday morning to a wonderful smell <EVENT> tell <ARGS> She couldn't tell what it was right away <EVENT> rushed <ARGS> She rushed downstairs to get one before her brother ate them all <EVENT> get <ARGS> She get one before her brother ate them all <EVENT> ate <ARGS> her brother ate them all
<EVENT> He putting the batteries in <EVENT> He decided to use the batteries in his fire detector <EVENT> Bob needed batteries for his flashlight	<EVENT> needed <ARGS> Bob needed batteries for his flashlight <EVENT> decided <ARGS> He decided to use the batteries in his fire detector <EVENT> putting <ARGS> He putting the batteries in
<EVENT> I went inside <EVENT> my mom made hot chocolate for me <EVENT> I saw my house <EVENT> I was very cold and trying to hurry home <EVENT> I hurry home <EVENT> I rushed to the door	<EVENT> was <ARGS> I was very cold and trying to hurry home <EVENT> hurry <ARGS> I hurry home <EVENT> saw <ARGS> I saw my house <EVENT> rushed <ARGS> I rushed to the door <EVENT> went <ARGS> I went inside <EVENT> made <ARGS> my mom made hot chocolate for me
<EVENT> her savings quickly ran <EVENT> she get a job <EVENT> She decided to quit her job <EVENT> She had no paid time off <EVENT> she do as she pleased	<EVENT> had <ARGS> She had no paid time off <EVENT> decided <ARGS> She decided to quit her job <EVENT> do <ARGS> she do as she pleased <EVENT> ran <ARGS> her savings quickly ran <EVENT> get <ARGS> she get a job
<EVENT> Henry had several seconds to shoot the ball <EVENT> Henry several seconds shoot the ball <EVENT> The ball landed into the hoop <EVENT> He throwing the ball	<EVENT> had <ARGS> Henry had several seconds to shoot the ball <EVENT> shoot <ARGS> Henry several seconds shoot the ball <EVENT> throwing <ARGS> He throwing the ball <EVENT> landed <ARGS> The ball landed into the hoop
<EVENT> One Sunday we both had the flu <EVENT> we both cancel our plans <EVENT> We not missed a date in over three years excluding holidays	<EVENT> had <ARGS> One Sunday we both had the flu <EVENT> cancel <ARGS> we both cancel our plans <EVENT> missed <ARGS> We not missed a date in over three years excluding holidays
<EVENT> He called his insurance company to file a claim <EVENT> His insurance company compensated him for the damage	<EVENT> called <ARGS> He called his insurance company to file a claim <EVENT> compensated <ARGS> His insurance company compensated him for the damage
<EVENT> He inject steroids to improve his performance <EVENT> He decided to inject steroids to improve his performance <EVENT> Tom was on the high school bartball team <EVENT> He improve his performance	<EVENT> was <ARGS> Tom was on the high school bartball team <EVENT> decided <ARGS> He decided to inject steroids to improve his performance <EVENT> inject <ARGS> He inject steroids to improve his performance <EVENT> improve <ARGS> He improve his performance
<EVENT> she arrived at the sleepover <EVENT> Jasmine go to her first sleepover	<EVENT> go <ARGS> Jasmine go to her first sleepover <EVENT> arrived <ARGS> she arrived at the sleepover
<EVENT> She see a line <EVENT> She wait in line <EVENT> Amy decided to get a burrito on her lunch break <EVENT> She decided to wait in line <EVENT> she was 15 minutes late from lunch <EVENT> She drove to the restaurant <EVENT> Amy's boss disappointed she was 15 minutes late from lunch	<EVENT> decided <ARGS> Amy decided to get a burrito on her lunch break <EVENT> drove <ARGS> She drove to the restaurant <EVENT> see <ARGS> She see a line <EVENT> decided <ARGS> She decided to wait in line <EVENT> wait <ARGS> She wait in line <EVENT> was <ARGS> she was 15 minutes late from lunch <EVENT> disappointed <ARGS> Amy's boss disappointed she was 15 minutes late from lunch
<EVENT> Jake was afraid <EVENT> Jake knew he had to kick him out <EVENT> he kick him <EVENT> Jake lived with a roommate who stole from him	<EVENT> lived <ARGS> Jake lived with a roommate who stole from him <EVENT> knew <ARGS> Jake knew he had to kick him out <EVENT> kick <ARGS> he kick him <EVENT> was <ARGS> Jake was afraid
<EVENT> she read it <EVENT> she threw it	<EVENT> read <ARGS> she read it <EVENT> threw <ARGS> she threw it
<EVENT> He showed it his dog <EVENT> The dog sniffed it carefully <EVENT> He made a toy by knitting a sock	<EVENT> made <ARGS> He made a toy by knitting a sock <EVENT> showed <ARGS> He showed it his dog <EVENT> sniffed <ARGS> The dog sniffed it carefully
<EVENT> I thanked my parents for their support <EVENT> I graduated college without job prospects <EVENT> me live at their house <EVENT> Thankfully my parents let me stay home until I found a job <EVENT> My parents understood <EVENT> Alas I could not find a job after six months of searching	<EVENT> graduated <ARGS> I graduated college without job prospects <EVENT> let <ARGS> Thankfully my parents let me stay home until I found a job <EVENT> find <ARGS> Alas I could not find a job after six months of searching <EVENT> understood <ARGS> My parents understood <EVENT> live <ARGS> me live at their house <EVENT> thanked <ARGS> I thanked my parents for their support
<EVENT> A few weeks before his birthday she booked a trip to Las Vegas <EVENT> On his birthday Eric's wife revealed the trip to him	<EVENT> booked <ARGS> A few weeks before his birthday she booked a trip to Las Vegas <EVENT> revealed <ARGS> On his birthday Eric's wife revealed the trip to him
<EVENT> This caused a lot of problems <EVENT> Suddenly people exposed him for having an affair	<EVENT> exposed <ARGS> Suddenly people exposed him for having an affair <EVENT> caused <ARGS> This caused a lot of problems
<EVENT> Frank loved to go fishing <EVENT> Frank decided to go to the lake to fish <EVENT> Frank grabbed his fishing gear from the garage <EVENT> Frank enjoy his day of fishing <EVENT> He then drove down to his favorite fishing spot	<EVENT> loved <ARGS> Frank loved to go fishing <EVENT> decided <ARGS> Frank decided to go to the lake to fish <EVENT> grabbed <ARGS> Frank grabbed his fishing gear from the garage <EVENT> drove <ARGS> He then drove down to his favorite fishing spot <EVENT> enjoy <ARGS> Frank enjoy his day of fishing
<EVENT> Suddenly he got a sprained ankle <EVENT> He drove back home <EVENT> He put ice on it for a while <EVENT> He got better in a day	<EVENT> got <ARGS> Suddenly he got a sprained ankle <EVENT> drove <ARGS> He drove back home <EVENT> put <ARGS> He put ice on it for a while <EVENT> got <ARGS> He got better in a day
<EVENT> Her friend told her she still had some of her cards <EVENT> She asked Kim if she remembered Garbage Pail Kids	<EVENT> asked <ARGS> She asked Kim if she remembered Garbage Pail Kids <EVENT> told <ARGS> Her friend told her she still had some of her cards
<EVENT> To please her mom she entered the contest <EVENT> Her mom suggested she enter an art contest	<EVENT> suggested <ARGS> Her mom suggested she enter an art contest <EVENT> entered <ARGS> To please her mom she entered the contest
<EVENT> Mike dreamed of traveling to his parents country of Mexico <EVENT> He knew he would have to learn the language <EVENT> he learn the language <EVENT> He one day live there	<EVENT> dreamed <ARGS> Mike dreamed of traveling to his parents country of Mexico <EVENT> knew <ARGS> He knew he would have to learn the language <EVENT> learn <ARGS> he learn the language <EVENT> live <ARGS> He one day live there
<EVENT> Jenna go the party after all <EVENT> Ben asked her to Spring Party	<EVENT> asked <ARGS> Ben asked her to Spring Party <EVENT> go <ARGS> Jenna go the party after all
<EVENT> She followed the instructions <EVENT> She opened the box of dye <EVENT> To her surprise the dye stung her head while she was waiting	<EVENT> opened <ARGS> She opened the box of dye <EVENT> followed <ARGS> She followed the instructions <EVENT> stung <ARGS> To her surprise the dye stung her head while she was waiting
<EVENT> The Gunman fired two shots into the sky <EVENT> The Gunman raised his weapon <EVENT> A man whistled with intimidation at the Gunman	<EVENT> raised <ARGS> The Gunman raised his weapon <EVENT> fired <ARGS> The Gunman fired two shots into the sky <EVENT> whistled <ARGS> A man whistled with intimidation at the Gunman
<EVENT> the girl placed the watermelon in a car seat <EVENT> Lucy had a pet watermelon she painted a face on	<EVENT> had <ARGS> Lucy had a pet watermelon she painted a face on <EVENT> placed <ARGS> the girl placed the watermelon in a car seat
<EVENT> The salesman at the store showed her how to pair it with her phone <EVENT> how pair it with her phone	<EVENT> showed <ARGS> The salesman at the store showed her how to pair it with her phone <EVENT> pair <ARGS> how pair it with her phone
<EVENT> She saw some dogs had them <EVENT> some dogs had them <EVENT> She grabbed the shoes from the dogs	<EVENT> saw <ARGS> She saw some dogs had them <EVENT> had <ARGS> some dogs had them <EVENT> grabbed <ARGS> She grabbed the shoes from the dogs
<EVENT> she still had some of her cards <EVENT> Her friend told her she still had some of her cards <EVENT> the cards she brought <EVENT> The next day at lunch at work they laughed at the cards she brought <EVENT> Kim told her she only had one pack and it was stolen at school <EVENT> she only had one pack	<EVENT> had <ARGS> she only had one pack <EVENT> told <ARGS> Kim told her she only had one pack and it was stolen at school <EVENT> told <ARGS> Her friend told her she still had some of her cards <EVENT> had <ARGS> she still had some of her cards <EVENT> brought <ARGS> the cards she brought <EVENT> laughed <ARGS> The next day at lunch at work they laughed at the cards she brought
<EVENT> Finding valuable jewels he <EVENT> he putting them in his bag	<EVENT> Finding <ARGS> Finding valuable jewels he <EVENT> putting <ARGS> he putting them in his bag
<EVENT> will they come with next <EVENT> What marvelous inventions will they come up with next thought Jan.	<EVENT> come <ARGS> will they come with next <EVENT> thought <ARGS> What marvelous inventions will they come up with next thought Jan.
<EVENT> his new toy thrown away <EVENT> His owners caught him chomping on the fragmented decoration <EVENT> Max scolded <EVENT> He thought the shiny red ones looked very delicious <EVENT> One day he discovered the ornaments on the new Christmas tree <EVENT> Max is a dog who likes to chew on everything	<EVENT> is <ARGS> Max is a dog who likes to chew on everything <EVENT> discovered <ARGS> One day he discovered the ornaments on the new Christmas tree <EVENT> thought <ARGS> He thought the shiny red ones looked very delicious <EVENT> caught <ARGS> His owners caught him chomping on the fragmented decoration <EVENT> scolded <ARGS> Max scolded <EVENT> thrown <ARGS> his new toy thrown away
